time,pos1,pos2,vel1,vel2,acc1,acc2,tau0,tau1
3.014,3.14388,-0.0104898,-0.00717203,0.0341232,0.0222300000000023,-0.111200000000011,-0.00285693,0.0136757
3.015,3.14387,-0.0104557,-0.00714986,0.0340124,0.0221699999999928,-0.110799999999964,-0.00284813,0.0136313
3.016,3.14386,-0.0104217,-0.00712775,0.0339019,0.0221100000000021,-0.110500000000012,-0.00283935,0.013587
3.017,3.14386,-0.0103879,-0.00710572,0.0337918,0.0220300000000026,-0.110100000000014,-0.0028306,0.0135429
3.018,3.14385,-0.0103542,-0.00708375,0.0336821,0.0219700000000029,-0.109700000000009,-0.00282187,0.0134989
3.019,3.14384,-0.0103205,-0.00706185,0.0335727,0.0218999999999927,-0.109399999999966,-0.00281317,0.0134551
3.02,3.14384,-0.010287,-0.00704002,0.0334637,0.021830000000002,-0.10900000000001,-0.00280449,0.0134114
3.021,3.14383,-0.0102536,-0.00701825,0.033355,0.0217700000000023,-0.108700000000008,-0.00279585,0.0133678
3.022,3.14382,-0.0102203,-0.00699655,0.0332467,0.0217000000000028,-0.108300000000018,-0.00278723,0.0133244
3.023,3.14382,-0.0101871,-0.00697491,0.0331387,0.0216399999999926,-0.107999999999961,-0.00277863,0.0132811
3.024,3.14381,-0.010154,-0.00695334,0.0330311,0.0215700000000026,-0.107600000000011,-0.00277006,0.013238
3.025,3.1438,-0.010121,-0.00693183,0.0329239,0.0215100000000021,-0.107200000000014,-0.00276152,0.013195
3.026,3.14379,-0.0100882,-0.00691039,0.0328169,0.0214400000000025,-0.107000000000008,-0.002753,0.0131521
3.027,3.14379,-0.0100554,-0.00688902,0.0327104,0.0213699999999926,-0.106499999999967,-0.00274451,0.0131094
3.028,3.14378,-0.0100228,-0.00686771,0.0326042,0.0213100000000024,-0.106200000000012,-0.00273604,0.0130669
3.029,3.14377,-0.0099902,-0.00684646,0.0324983,0.0212500000000019,-0.105900000000011,-0.0027276,0.0130244
3.03,3.14377,-0.00995776,-0.00682528,0.0323927,0.0211800000000023,-0.105600000000009,-0.00271918,0.0129821
3.031,3.14376,-0.00992542,-0.00680416,0.0322875,0.0211199999999933,-0.105199999999972,-0.00271079,0.01294
3.032,3.14375,-0.00989318,-0.00678311,0.0321827,0.0210500000000022,-0.104800000000007,-0.00270243,0.0128979
3.033,3.14375,-0.00986105,-0.00676212,0.0320782,0.0209900000000026,-0.104500000000012,-0.00269409,0.012856
3.034,3.14374,-0.00982903,-0.0067412,0.031974,0.0209200000000021,-0.10420000000001,-0.00268578,0.0128143
3.035,3.14373,-0.00979711,-0.00672034,0.0318702,0.0208599999999932,-0.103799999999966,-0.00267749,0.0127727
3.036,3.14373,-0.00976529,-0.00669954,0.0317667,0.0208000000000019,-0.103500000000011,-0.00266922,0.0127312
3.037,3.14372,-0.00973357,-0.0066788,0.0316635,0.0207400000000023,-0.103200000000016,-0.00266098,0.0126898
3.038,3.14371,-0.00970196,-0.00665813,0.0315607,0.0206700000000027,-0.102800000000011,-0.00265277,0.0126486
3.039,3.14371,-0.00967045,-0.00663752,0.0314582,0.020609999999993,-0.102499999999964,-0.00264458,0.0126075
3.04,3.1437,-0.00963905,-0.00661698,0.0313561,0.0205400000000026,-0.102100000000012,-0.00263642,0.0125666
3.041,3.14369,-0.00960774,-0.00659649,0.0312542,0.020490000000002,-0.101900000000006,-0.00262828,0.0125258
3.042,3.14369,-0.00957654,-0.00657607,0.0311527,0.0204200000000024,-0.101500000000016,-0.00262016,0.0124851
3.043,3.14368,-0.00954544,-0.00655571,0.0310516,0.0203599999999928,-0.101099999999966,-0.00261207,0.0124446
3.044,3.14367,-0.00951444,-0.00653542,0.0309507,0.0202900000000023,-0.100900000000009,-0.002604,0.0124041
3.045,3.14367,-0.00948354,-0.00651518,0.0308502,0.0202400000000026,-0.100500000000011,-0.00259596,0.0123639
3.046,3.14366,-0.00945274,-0.006495,0.03075,0.0201800000000021,-0.100200000000013,-0.00258795,0.0123237
3.047,3.14365,-0.00942204,-0.00647489,0.0306502,0.0201099999999935,-0.0997999999999673,-0.00257995,0.0122837
3.048,3.14365,-0.00939144,-0.00645484,0.0305506,0.020050000000002,-0.0996000000000093,-0.00257198,0.0122438
3.049,3.14364,-0.00936094,-0.00643485,0.0304514,0.0199900000000023,-0.0992000000000116,-0.00256404,0.012204
3.05,3.14363,-0.00933053,-0.00641492,0.0303525,0.0199300000000018,-0.0989000000000099,-0.00255612,0.0121644
3.051,3.14363,-0.00930023,-0.00639505,0.030254,0.0198699999999933,-0.0984999999999685,-0.00254822,0.0121249
3.052,3.14362,-0.00927003,-0.00637524,0.0301557,0.0198100000000025,-0.0983000000000099,-0.00254035,0.0120855
3.053,3.14362,-0.00923992,-0.00635549,0.0300578,0.019750000000002,-0.0979000000000122,-0.0025325,0.0120463
3.054,3.14361,-0.00920991,-0.0063358,0.0299602,0.0196900000000023,-0.0976000000000105,-0.00252468,0.0120071
3.055,3.1436,-0.00918,-0.00631617,0.0298629,0.0196299999999931,-0.0972999999999656,-0.00251687,0.0119681
3.056,3.1436,-0.00915019,-0.00629661,0.0297659,0.0195600000000022,-0.0970000000000105,-0.0025091,0.0119293
3.057,3.14359,-0.00912047,-0.0062771,0.0296692,0.0195100000000025,-0.0967000000000123,-0.00250134,0.0118905
3.058,3.14358,-0.00909085,-0.00625765,0.0295729,0.019450000000002,-0.0963000000000111,-0.00249361,0.0118519
3.059,3.14358,-0.00906132,-0.00623825,0.0294769,0.0193999999999937,-0.0959999999999668,-0.00248591,0.0118134
3.06,3.14357,-0.0090319,-0.00621892,0.0293811,0.0193300000000018,-0.0958000000000106,-0.00247822,0.011775
3.061,3.14357,-0.00900256,-0.00619965,0.0292857,0.0192700000000022,-0.0954000000000095,-0.00247056,0.0117368
3.062,3.14356,-0.00897332,-0.00618044,0.0291906,0.0192100000000025,-0.0951000000000112,-0.00246292,0.0116987
3.063,3.14355,-0.00894418,-0.00616128,0.0290958,0.0191599999999934,-0.0947999999999674,-0.00245531,0.0116607
3.064,3.14355,-0.00891513,-0.00614218,0.0290013,0.0191000000000023,-0.0945000000000112,-0.00244772,0.0116228
3.065,3.14354,-0.00888618,-0.00612314,0.0289072,0.0190400000000018,-0.0941000000000101,-0.00244015,0.0115851
3.066,3.14353,-0.00885732,-0.00610416,0.0288133,0.0189800000000021,-0.0939000000000113,-0.00243261,0.0115475
3.067,3.14353,-0.00882855,-0.00608524,0.0287197,0.0189199999999941,-0.093599999999968,-0.00242508,0.0115099
3.068,3.14352,-0.00879988,-0.00606637,0.0286264,0.0188700000000019,-0.0933000000000113,-0.00241758,0.0114726
3.069,3.14352,-0.0087713,-0.00604756,0.0285335,0.0188100000000023,-0.0929000000000102,-0.00241011,0.0114353
3.07,3.14351,-0.00874281,-0.00602881,0.0284408,0.0187500000000017,-0.0927000000000113,-0.00240265,0.0113982
3.071,3.1435,-0.00871442,-0.00601012,0.0283485,0.0186899999999938,-0.0922999999999692,-0.00239522,0.0113611
3.072,3.1435,-0.00868612,-0.00599148,0.0282564,0.0186400000000015,-0.0921000000000079,-0.00238781,0.0113243
3.073,3.14349,-0.00865791,-0.0059729,0.0281646,0.0185800000000027,-0.0918000000000096,-0.00238043,0.0112875
3.074,3.14349,-0.00862979,-0.00595438,0.0280732,0.0185200000000022,-0.091400000000012,-0.00237306,0.0112508
3.075,3.14348,-0.00860176,-0.00593591,0.027982,0.0184699999999934,-0.0911999999999692,-0.00236572,0.0112143
3.076,3.14347,-0.00857383,-0.0059175,0.0278911,0.018410000000002,-0.0909000000000114,-0.0023584,0.0111779
3.077,3.14347,-0.00854598,-0.00589914,0.0278006,0.0183600000000023,-0.0905000000000068,-0.00235111,0.0111416
3.078,3.14346,-0.00851823,-0.00588084,0.0277103,0.0183000000000018,-0.0903000000000114,-0.00234383,0.0111054
3.079,3.14346,-0.00849056,-0.0058626,0.0276203,0.018239999999994,-0.0899999999999698,-0.00233658,0.0110693
3.08,3.14345,-0.00846299,-0.00584441,0.0275306,0.0181900000000015,-0.0897000000000115,-0.00232935,0.0110333
3.081,3.14345,-0.0084355,-0.00582628,0.0274412,0.0181300000000027,-0.0894000000000097,-0.00232214,0.0109975
3.082,3.14344,-0.0084081,-0.00580821,0.0273521,0.0180700000000014,-0.089100000000008,-0.00231495,0.0109618
3.083,3.14343,-0.0083808,-0.00579018,0.0272633,0.0180299999999945,-0.0887999999999703,-0.00230779,0.0109262
3.084,3.14343,-0.00835358,-0.00577222,0.0271747,0.017960000000002,-0.0886000000000109,-0.00230064,0.0108907
3.085,3.14342,-0.00832645,-0.00575431,0.0270865,0.0179100000000014,-0.0882000000000098,-0.00229352,0.0108553
3.086,3.14342,-0.00829941,-0.00573645,0.0269985,0.0178600000000026,-0.0880000000000075,-0.00228642,0.0108201
3.087,3.14341,-0.00827245,-0.00571865,0.0269108,0.0177999999999942,-0.0876999999999738,-0.00227934,0.0107849
3.088,3.1434,-0.00824558,-0.0057009,0.0268234,0.0177500000000015,-0.0874000000000075,-0.00227229,0.0107499
3.089,3.1434,-0.00821881,-0.0056832,0.0267363,0.0177000000000018,-0.0871000000000093,-0.00226525,0.010715
3.09,3.14339,-0.00819211,-0.00566556,0.0266495,0.0176400000000021,-0.086800000000011,-0.00225824,0.0106802
3.091,3.14339,-0.00816551,-0.00564798,0.026563,0.0175799999999938,-0.0864999999999709,-0.00225124,0.0106455
3.092,3.14338,-0.00813899,-0.00563044,0.0264767,0.0175400000000027,-0.0863000000000105,-0.00224427,0.0106109
3.093,3.14338,-0.00811255,-0.00561296,0.0263907,0.0174800000000013,-0.0860000000000087,-0.00223732,0.0105765
3.094,3.14337,-0.00808621,-0.00559554,0.026305,0.0174200000000017,-0.0857000000000105,-0.00223039,0.0105421
3.095,3.14337,-0.00805994,-0.00557816,0.0262196,0.0173799999999942,-0.0853999999999708,-0.00222348,0.0105079
3.096,3.14336,-0.00803377,-0.00556085,0.0261344,0.0173100000000023,-0.0852000000000099,-0.0022166,0.0104738
3.097,3.14335,-0.00800768,-0.00554358,0.0260496,0.0172700000000017,-0.0848000000000088,-0.00220973,0.0104398
3.098,3.14335,-0.00798167,-0.00552636,0.025965,0.017220000000002,-0.08460000000001,-0.00220289,0.0104058
3.099,3.14334,-0.00795575,-0.0055092,0.0258806,0.0171599999999947,-0.0843999999999702,-0.00219606,0.010372
3.1,3.14334,-0.00792991,-0.00549209,0.0257966,0.0171100000000018,-0.08400000000001,-0.00218926,0.0103384
3.101,3.14333,-0.00790415,-0.00547504,0.0257128,0.0170500000000021,-0.0838000000000077,-0.00218248,0.0103048
3.102,3.14333,-0.00787848,-0.00545803,0.0256293,0.0170100000000015,-0.0835000000000094,-0.00217571,0.0102713
3.103,3.14332,-0.0078529,-0.00544108,0.0255461,0.0169499999999943,-0.0831999999999742,-0.00216897,0.010238
3.104,3.14332,-0.00782739,-0.00542418,0.0254631,0.0169000000000021,-0.0830000000000089,-0.00216225,0.0102047
3.105,3.14331,-0.00780197,-0.00540733,0.0253804,0.0168500000000015,-0.0827000000000072,-0.00215555,0.0101716
3.106,3.1433,-0.00777663,-0.00539053,0.025298,0.0168000000000018,-0.0824000000000089,-0.00214887,0.0101385
3.107,3.1433,-0.00775137,-0.00537378,0.0252159,0.0167499999999947,-0.0820999999999742,-0.00214221,0.0101056
3.108,3.14329,-0.0077262,-0.00535709,0.025134,0.0166900000000016,-0.0819000000000084,-0.00213557,0.0100728
3.109,3.14329,-0.00770111,-0.00534044,0.0250524,0.0166500000000018,-0.0816000000000101,-0.00212895,0.0100401
3.11,3.14328,-0.0076761,-0.00532385,0.024971,0.0165900000000022,-0.0814000000000078,-0.00212235,0.0100075
3.111,3.14328,-0.00765117,-0.00530731,0.0248899,0.0165399999999943,-0.0810999999999735,-0.00211577,0.00997496
3.112,3.14327,-0.00762632,-0.00529081,0.0248091,0.0165000000000018,-0.0808000000000078,-0.00210921,0.00994256
3.113,3.14327,-0.00760155,-0.00527437,0.0247285,0.0164400000000022,-0.080600000000009,-0.00210267,0.00991027
3.114,3.14326,-0.00757686,-0.00525798,0.0246482,0.0163900000000016,-0.0803000000000107,-0.00209615,0.00987809
3.115,3.14326,-0.00755225,-0.00524164,0.0245682,0.0163399999999946,-0.0799999999999735,-0.00208965,0.00984601
3.116,3.14325,-0.00752772,-0.00522535,0.0244884,0.0162900000000013,-0.0798000000000067,-0.00208317,0.00981403
3.117,3.14325,-0.00750328,-0.00520911,0.0244088,0.0162400000000016,-0.0796000000000079,-0.00207671,0.00978215
3.118,3.14324,-0.00747891,-0.00519291,0.0243296,0.0162000000000019,-0.0792000000000102,-0.00207027,0.00975038
3.119,3.14324,-0.00745462,-0.00517677,0.0242506,0.016139999999995,-0.0789999999999728,-0.00206385,0.00971872
3.12,3.14323,-0.00743041,-0.00516068,0.0241718,0.0160900000000016,-0.0788000000000091,-0.00205745,0.00968715
3.121,3.14323,-0.00740627,-0.00514463,0.0240933,0.0160500000000019,-0.0785000000000074,-0.00205107,0.00965569
3.122,3.14322,-0.00738222,-0.00512864,0.0240151,0.0159900000000013,-0.0782000000000091,-0.00204471,0.00962433
3.123,3.14322,-0.00735824,-0.00511269,0.0239371,0.0159499999999954,-0.0779999999999756,-0.00203836,0.00959307
3.124,3.14321,-0.00733435,-0.00509679,0.0238593,0.015900000000001,-0.077800000000008,-0.00203204,0.00956192
3.125,3.14321,-0.00731053,-0.00508095,0.0237819,0.0158400000000022,-0.0774000000000068,-0.00202574,0.00953086
3.126,3.1432,-0.00728678,-0.00506515,0.0237046,0.0158000000000016,-0.0773000000000109,-0.00201945,0.00949991
3.127,3.1432,-0.00726312,-0.00504939,0.0236276,0.0157600000000018,-0.0770000000000092,-0.00201318,0.00946905
3.128,3.14319,-0.00723953,-0.00503369,0.0235509,0.0156999999999943,-0.0766999999999734,-0.00200694,0.0094383
3.129,3.14319,-0.00721602,-0.00501803,0.0234744,0.0156600000000024,-0.0765000000000086,-0.00200071,0.00940765
3.13,3.14318,-0.00719258,-0.00500243,0.0233982,0.015600000000001,-0.0762000000000069,-0.0019945,0.00937709
3.131,3.14318,-0.00716922,-0.00498687,0.0233222,0.0155600000000021,-0.076000000000008,-0.00198831,0.00934664
3.132,3.14317,-0.00714594,-0.00497135,0.0232465,0.0155199999999946,-0.0756999999999762,-0.00198214,0.00931628
3.133,3.14317,-0.00712273,-0.00495589,0.023171,0.0154600000000018,-0.0755000000000075,-0.00197599,0.00928603
3.134,3.14316,-0.0070996,-0.00494047,0.0230957,0.0154200000000021,-0.0753000000000087,-0.00196985,0.00925587
3.135,3.14316,-0.00707654,-0.0049251,0.0230207,0.0153700000000015,-0.0750000000000069,-0.00196374,0.00922581
3.136,3.14315,-0.00705355,-0.00490978,0.022946,0.015319999999995,-0.0746999999999755,-0.00195764,0.00919584
3.137,3.14315,-0.00703065,-0.0048945,0.0228715,0.0152800000000011,-0.0745000000000099,-0.00195157,0.00916598
3.138,3.14314,-0.00700781,-0.00487927,0.0227972,0.0152300000000023,-0.0743000000000076,-0.00194551,0.00913621
3.139,3.14314,-0.00698505,-0.00486409,0.0227231,0.0151800000000017,-0.0741000000000087,-0.00193947,0.00910653
3.14,3.14313,-0.00696237,-0.00484895,0.0226493,0.0151399999999944,-0.0737999999999742,-0.00193345,0.00907696
3.141,3.14313,-0.00693975,-0.00483386,0.0225758,0.0150900000000023,-0.0735000000000087,-0.00192744,0.00904748
3.142,3.14312,-0.00691722,-0.00481882,0.0225025,0.0150400000000017,-0.0733000000000064,-0.00192146,0.00901809
3.143,3.14312,-0.00689475,-0.00480382,0.0224294,0.015000000000001,-0.0731000000000111,-0.00191549,0.00898881
3.144,3.14311,-0.00687236,-0.00478887,0.0223566,0.0149499999999956,-0.0727999999999736,-0.00190954,0.00895961
3.145,3.14311,-0.00685004,-0.00477396,0.022284,0.0149100000000016,-0.0726000000000071,-0.00190361,0.00893051
3.146,3.1431,-0.00682779,-0.0047591,0.0222116,0.0148600000000019,-0.0724000000000082,-0.0018977,0.00890151
3.147,3.1431,-0.00680561,-0.00474429,0.0221395,0.0148100000000013,-0.07210000000001,-0.0018918,0.0088726
3.148,3.14309,-0.00678351,-0.00472952,0.0220676,0.014769999999995,-0.0718999999999757,-0.00188593,0.00884378
3.149,3.14309,-0.00676148,-0.0047148,0.0219959,0.0147200000000018,-0.0717000000000088,-0.00188007,0.00881506
3.15,3.14308,-0.00673952,-0.00470012,0.0219245,0.0146800000000012,-0.0714000000000071,-0.00187423,0.00878643
3.151,3.14308,-0.00671763,-0.00468548,0.0218533,0.0146400000000023,-0.0712000000000083,-0.0018684,0.00875789
3.152,3.14307,-0.00669581,-0.00467089,0.0217823,0.0145899999999952,-0.0709999999999744,-0.0018626,0.00872945
3.153,3.14307,-0.00667407,-0.00465635,0.0217116,0.0145400000000011,-0.0707000000000077,-0.00185681,0.0087011
3.154,3.14306,-0.00665239,-0.00464185,0.021641,0.0145000000000014,-0.0706000000000083,-0.00185104,0.00867284
3.155,3.14306,-0.00663079,-0.00462739,0.0215708,0.0144600000000016,-0.0702000000000072,-0.00184529,0.00864467
3.156,3.14306,-0.00660925,-0.00461298,0.0215007,0.0144099999999955,-0.0700999999999766,-0.00183956,0.00861659
3.157,3.14305,-0.00658778,-0.00459862,0.0214309,0.0143600000000013,-0.0698000000000095,-0.00183384,0.00858861
3.158,3.14305,-0.00656639,-0.00458429,0.0213613,0.0143300000000015,-0.0696000000000072,-0.00182814,0.00856071
3.159,3.14304,-0.00654506,-0.00457001,0.0212919,0.0142800000000018,-0.0694000000000084,-0.00182246,0.00853291
3.16,3.14304,-0.00652381,-0.00455578,0.0212228,0.0142299999999957,-0.0690999999999759,-0.00181679,0.0085052
3.161,3.14303,-0.00650262,-0.00454159,0.0211538,0.0141900000000014,-0.0690000000000072,-0.00181115,0.00847757
3.162,3.14303,-0.0064815,-0.00452744,0.0210852,0.0141500000000017,-0.0686000000000095,-0.00180552,0.00845004
3.163,3.14302,-0.00646045,-0.00451333,0.0210167,0.014110000000001,-0.0685000000000067,-0.0017999,0.0084226
3.164,3.14302,-0.00643947,-0.00449927,0.0209484,0.0140599999999959,-0.0682999999999775,-0.00179431,0.00839524
3.165,3.14301,-0.00641855,-0.00448525,0.0208804,0.0140200000000016,-0.0680000000000061,-0.00178873,0.00836798
3.166,3.14301,-0.0063977,-0.00447128,0.0208126,0.013970000000001,-0.0678000000000073,-0.00178317,0.0083408
3.167,3.14301,-0.00637693,-0.00445735,0.020745,0.0139300000000021,-0.0676000000000084,-0.00177762,0.00831371
3.168,3.143,-0.00635622,-0.00444346,0.0206776,0.0138899999999953,-0.0673999999999762,-0.0017721,0.00828671
3.169,3.143,-0.00633557,-0.00442961,0.0206105,0.0138500000000017,-0.0671000000000079,-0.00176659,0.00825979
3.17,3.14299,-0.00631499,-0.00441581,0.0205435,0.0138000000000011,-0.0670000000000085,-0.00176109,0.00823297
3.171,3.14299,-0.00629448,-0.00440204,0.0204768,0.0137700000000013,-0.0667000000000067,-0.00175561,0.00820623
3.172,3.14298,-0.00627404,-0.00438833,0.0204103,0.0137099999999955,-0.0664999999999784,-0.00175015,0.00817958
3.173,3.14298,-0.00625366,-0.00437465,0.020344,0.0136800000000018,-0.0663000000000056,-0.00174471,0.00815301
3.174,3.14297,-0.00623335,-0.00436101,0.020278,0.0136400000000012,-0.0660000000000074,-0.00173928,0.00812653
3.175,3.14297,-0.00621311,-0.00434742,0.0202121,0.0135900000000015,-0.0659000000000079,-0.00173387,0.00810014
3.176,3.14297,-0.00619293,-0.00433387,0.0201465,0.0135499999999957,-0.0655999999999771,-0.00172848,0.00807383
3.177,3.14296,-0.00617282,-0.00432036,0.020081,0.0135100000000019,-0.0655000000000068,-0.0017231,0.00804761
3.178,3.14296,-0.00615277,-0.00430689,0.0200158,0.0134700000000013,-0.0652000000000085,-0.00171774,0.00802147
3.179,3.14295,-0.00613279,-0.00429346,0.0199508,0.0134300000000015,-0.0650000000000062,-0.0017124,0.00799542
3.18,3.14295,-0.00611287,-0.00428007,0.019886,0.0133899999999949,-0.0647999999999786,-0.00170707,0.00796945
3.181,3.14294,-0.00609301,-0.00426673,0.0198215,0.013340000000002,-0.0645000000000092,-0.00170176,0.00794357
3.182,3.14294,-0.00607322,-0.00425342,0.0197571,0.0133100000000014,-0.0644000000000063,-0.00169646,0.00791777
3.183,3.14294,-0.0060535,-0.00424016,0.0196929,0.0132600000000016,-0.0642000000000074,-0.00169118,0.00789205
3.184,3.14293,-0.00603384,-0.00422694,0.019629,0.0132199999999951,-0.0638999999999773,-0.00168592,0.00786642
3.185,3.14293,-0.00601424,-0.00421375,0.0195652,0.0131900000000021,-0.0638000000000063,-0.00168067,0.00784087
3.186,3.14292,-0.00599471,-0.00420061,0.0195017,0.0131400000000015,-0.0635000000000081,-0.00167544,0.00781541
3.187,3.14292,-0.00597524,-0.00418751,0.0194384,0.0131000000000008,-0.0633000000000057,-0.00167023,0.00779002
3.188,3.14291,-0.00595583,-0.00417445,0.0193752,0.0130599999999961,-0.0631999999999817,-0.00166503,0.00776472
3.189,3.14291,-0.00593649,-0.00416143,0.0193123,0.0130200000000013,-0.0629000000000046,-0.00165985,0.00773951
3.19,3.14291,-0.00591721,-0.00414845,0.0192496,0.0129800000000015,-0.0627000000000093,-0.00165468,0.00771437
3.191,3.1429,-0.00589799,-0.00413551,0.0191871,0.0129400000000009,-0.0625000000000069,-0.00164953,0.00768931
3.192,3.1429,-0.00587883,-0.00412261,0.0191248,0.0128999999999963,-0.062299999999977,-0.00164439,0.00766434
3.193,3.14289,-0.00585974,-0.00410975,0.0190627,0.0128600000000014,-0.0621000000000093,-0.00163927,0.00763945
3.194,3.14289,-0.00584071,-0.00409692,0.0190007,0.0128300000000007,-0.0620000000000064,-0.00163417,0.00761464
3.195,3.14289,-0.00582174,-0.00408414,0.018939,0.0127800000000018,-0.0617000000000047,-0.00162908,0.00758991
3.196,3.14288,-0.00580283,-0.0040714,0.0188775,0.0127399999999955,-0.061499999999982,-0.00162401,0.00756525
3.197,3.14288,-0.00578399,-0.00405869,0.0188162,0.0127100000000014,-0.0613000000000035,-0.00161895,0.00754068
3.198,3.14287,-0.0057652,-0.00404603,0.0187551,0.0126600000000017,-0.0611000000000082,-0.00161391,0.00751619
3.199,3.14287,-0.00574648,-0.0040334,0.0186942,0.012630000000001,-0.0609000000000059,-0.00160888,0.00749178
3.2,3.14287,-0.00572781,-0.00402082,0.0186335,0.0125799999999966,-0.0606999999999801,-0.00160387,0.00746745
3.201,3.14286,-0.00570921,-0.00400827,0.018573,0.0125500000000006,-0.0605000000000082,-0.00159888,0.0074432
3.202,3.14286,-0.00569067,-0.00399576,0.0185127,0.0125100000000017,-0.0603000000000059,-0.0015939,0.00741902
3.203,3.14285,-0.00567218,-0.00398329,0.0184526,0.0124700000000019,-0.0601000000000071,-0.00158893,0.00739493
3.204,3.14285,-0.00565376,-0.00397085,0.0183926,0.0124399999999957,-0.059999999999981,-0.00158398,0.00737091
3.205,3.14285,-0.0056354,-0.00395846,0.0183329,0.0123900000000015,-0.0597000000000059,-0.00157905,0.00734697
3.206,3.14284,-0.0056171,-0.0039461,0.0182734,0.0123600000000008,-0.0595000000000071,-0.00157413,0.00732311
3.207,3.14284,-0.00559885,-0.00393378,0.018214,0.0123200000000019,-0.0594000000000042,-0.00156922,0.00729932
3.208,3.14283,-0.00558067,-0.0039215,0.0181549,0.0122799999999958,-0.0590999999999797,-0.00156433,0.00727562
3.209,3.14283,-0.00556254,-0.00390926,0.0180959,0.0122400000000006,-0.0590000000000065,-0.00155946,0.00725199
3.21,3.14283,-0.00554448,-0.00389705,0.0180371,0.0122100000000017,-0.0588000000000077,-0.0015546,0.00722843
3.211,3.14282,-0.00552647,-0.00388489,0.0179786,0.0121600000000015,-0.058500000000006,-0.00154976,0.00720496
3.212,3.14282,-0.00550852,-0.00387276,0.0179202,0.0121299999999959,-0.0583999999999806,-0.00154493,0.00718156
3.213,3.14281,-0.00549063,-0.00386066,0.017862,0.012100000000001,-0.0582000000000077,-0.00154011,0.00715823
3.214,3.14281,-0.0054728,-0.00384861,0.017804,0.0120500000000013,-0.0580000000000054,-0.00153531,0.00713498
3.215,3.14281,-0.00545502,-0.00383659,0.0177461,0.0120200000000015,-0.057900000000006,-0.00153053,0.00711181
3.216,3.1428,-0.00543731,-0.00382461,0.0176885,0.011979999999996,-0.0575999999999822,-0.00152576,0.00708871
3.217,3.1428,-0.00541965,-0.00381266,0.0176311,0.0119500000000015,-0.0574000000000054,-0.001521,0.00706569
3.218,3.1428,-0.00540204,-0.00380076,0.0175738,0.0119000000000013,-0.057300000000006,-0.00151626,0.00704274
3.219,3.14279,-0.0053845,-0.00378888,0.0175167,0.011880000000001,-0.0571000000000072,-0.00151153,0.00701987
3.22,3.14279,-0.00536701,-0.00377705,0.0174599,0.0118299999999961,-0.0567999999999802,-0.00150682,0.00699707
3.221,3.14278,-0.00534958,-0.00376525,0.0174032,0.0118000000000015,-0.0567000000000061,-0.00150212,0.00697434
3.222,3.14278,-0.0053322,-0.00375349,0.0173466,0.0117600000000013,-0.0566000000000066,-0.00149744,0.00695169
3.223,3.14278,-0.00531489,-0.00374176,0.0172903,0.0117300000000015,-0.0563000000000049,-0.00149277,0.00692911
3.224,3.14277,-0.00529762,-0.00373007,0.0172341,0.0116899999999961,-0.056199999999984,-0.00148811,0.00690661
3.225,3.14277,-0.00528042,-0.00371842,0.0171782,0.0116500000000011,-0.0559000000000038,-0.00148347,0.00688418
3.226,3.14277,-0.00526327,-0.0037068,0.0171224,0.0116200000000012,-0.0558000000000078,-0.00147885,0.00686182
3.227,3.14276,-0.00524617,-0.00369522,0.0170668,0.0115800000000015,-0.0556000000000055,-0.00147424,0.00683953
3.228,3.14276,-0.00522914,-0.00368367,0.0170114,0.0115499999999961,-0.0553999999999821,-0.00146964,0.00681732
3.229,3.14275,-0.00521215,-0.00367216,0.0169561,0.0115100000000014,-0.0553000000000038,-0.00146506,0.00679518
3.23,3.14275,-0.00519522,-0.00366069,0.016901,0.0114700000000012,-0.0551000000000084,-0.00146049,0.00677311
3.231,3.14275,-0.00517835,-0.00364925,0.0168462,0.011440000000001,-0.0548000000000067,-0.00145593,0.00675111
3.232,3.14274,-0.00516153,-0.00363784,0.0167915,0.0114099999999965,-0.0546999999999795,-0.00145139,0.00672918
3.233,3.14274,-0.00514477,-0.00362647,0.0167369,0.0113700000000009,-0.0546000000000079,-0.00144686,0.00670733
3.234,3.14274,-0.00512806,-0.00361514,0.0166826,0.0113300000000012,-0.0543000000000062,-0.00144235,0.00668554
3.235,3.14273,-0.0051114,-0.00360384,0.0166284,0.0113000000000014,-0.0542000000000033,-0.00143785,0.00666383
3.236,3.14273,-0.0050948,-0.00359258,0.0165744,0.0112599999999962,-0.0539999999999839,-0.00143336,0.00664219
3.237,3.14273,-0.00507825,-0.00358135,0.0165206,0.0112300000000013,-0.0538000000000056,-0.00142889,0.00662061
3.238,3.14272,-0.00506176,-0.00357015,0.0164669,0.0112000000000015,-0.0537000000000062,-0.00142443,0.00659911
3.239,3.14272,-0.00504532,-0.00355899,0.0164134,0.0111600000000009,-0.0535000000000039,-0.00141999,0.00657768
3.24,3.14271,-0.00502893,-0.00354786,0.0163601,0.0111299999999965,-0.0532999999999849,-0.00141556,0.00655632
3.241,3.14271,-0.0050126,-0.00353677,0.016307,0.0110900000000013,-0.0531000000000062,-0.00141114,0.00653502
3.242,3.14271,-0.00499632,-0.00352571,0.016254,0.011060000000001,-0.0530000000000033,-0.00140673,0.0065138
3.243,3.1427,-0.00498009,-0.00351469,0.0162013,0.0110200000000013,-0.0527000000000086,-0.00140234,0.00649264
