time,pos1,pos2,vel1,vel2,acc1,acc2,tau0,tau1
0.244,-0.0657443,-0.238369,-0.723376,-0.977937,-2.55700000000003,2.38800000000005,-1.03156,-0.58742
0.245,-0.066469,-0.239345,-0.725901,-0.975536,-2.525,2.40099999999998,-1.02932,-0.586563
0.246,-0.0671961,-0.24032,-0.728396,-0.973121,-2.49500000000002,2.41499999999994,-1.02706,-0.585695
0.247,-0.0679258,-0.241292,-0.73086,-0.970693,-2.46399999999991,2.42799999999998,-1.02477,-0.584815
0.248,-0.0686578,-0.242261,-0.733292,-0.968251,-2.4320000000001,2.44200000000005,-1.02245,-0.583924
0.249,-0.0693923,-0.243228,-0.735693,-0.965796,-2.40099999999998,2.45499999999998,-1.02011,-0.583022
0.25,-0.0701292,-0.244193,-0.738062,-0.963328,-2.36899999999995,2.46800000000002,-1.01774,-0.582109
0.251,-0.0708684,-0.245155,-0.7404,-0.960846,-2.33799999999995,2.48199999999998,-1.01535,-0.581184
0.252,-0.07161,-0.246114,-0.742706,-0.958351,-2.30600000000003,2.49500000000002,-1.01293,-0.580249
0.253,-0.0723538,-0.247072,-0.744979,-0.955843,-2.27299999999997,2.50799999999995,-1.01048,-0.579302
0.254,-0.0730999,-0.248026,-0.74722,-0.953322,-2.24100000000005,2.52099999999999,-1.008,-0.578344
0.255,-0.0738483,-0.248978,-0.749429,-0.950788,-2.20900000000001,2.53400000000003,-1.0055,-0.577375
0.256,-0.0745988,-0.249928,-0.751605,-0.948242,-2.17599999999995,2.54599999999993,-1.00297,-0.576395
0.257,-0.0753515,-0.250875,-0.753748,-0.945682,-2.143,2.56,-1.00042,-0.575404
0.258,-0.0761063,-0.251819,-0.755859,-0.943109,-2.11099999999997,2.57300000000005,-0.997835,-0.574402
0.259,-0.0768632,-0.252761,-0.757936,-0.940524,-2.0770000000001,2.58499999999995,-0.995227,-0.57339
0.26,-0.0776221,-0.2537,-0.75998,-0.937926,-2.04399999999993,2.59799999999999,-0.992592,-0.572366
0.261,-0.0783831,-0.254637,-0.76199,-0.935316,-2.00999999999995,2.61,-0.989931,-0.571332
0.262,-0.0791461,-0.255571,-0.763967,-0.932693,-1.977,2.62300000000004,-0.987243,-0.570287
0.263,-0.079911,-0.256502,-0.765911,-0.930057,-1.94400000000006,2.63599999999997,-0.984529,-0.569231
0.264,-0.0806779,-0.257431,-0.76782,-0.92741,-1.90899999999994,2.64700000000006,-0.981789,-0.568164
0.265,-0.0814467,-0.258357,-0.769695,-0.92475,-1.87500000000007,2.65999999999999,-0.979022,-0.567087
0.266,-0.0822173,-0.25928,-0.771536,-0.922078,-1.84099999999998,2.67200000000001,-0.976229,-0.566
0.267,-0.0829897,-0.260201,-0.773342,-0.919394,-1.80599999999997,2.68399999999991,-0.973409,-0.564902
0.268,-0.083764,-0.261119,-0.775114,-0.916698,-1.77199999999999,2.69600000000003,-0.970563,-0.563793
0.269,-0.0845399,-0.262034,-0.776852,-0.91399,-1.73800000000002,2.70800000000004,-0.967691,-0.562674
0.27,-0.0853177,-0.262947,-0.778554,-0.91127,-1.70199999999998,2.71999999999994,-0.964792,-0.561545
0.271,-0.086097,-0.263857,-0.780221,-0.908539,-1.66700000000008,2.73100000000004,-0.961868,-0.560406
0.272,-0.0868781,-0.264764,-0.781853,-0.905796,-1.63199999999997,2.74299999999994,-0.958917,-0.559256
0.273,-0.0876607,-0.265669,-0.78345,-0.903042,-1.59699999999996,2.75400000000003,-0.955939,-0.558096
0.274,-0.088445,-0.26657,-0.785011,-0.900276,-1.56100000000003,2.76600000000004,-0.952936,-0.556926
0.275,-0.0892307,-0.267469,-0.786537,-0.8975,-1.52600000000003,2.776,-0.949906,-0.555746
0.276,-0.090018,-0.268365,-0.788026,-0.894712,-1.48899999999996,2.78800000000001,-0.94685,-0.554557
0.277,-0.0908068,-0.269258,-0.78948,-0.891913,-1.45399999999995,2.79899999999999,-0.943768,-0.553357
0.278,-0.091597,-0.270149,-0.790897,-0.889104,-1.417,2.80899999999995,-0.94066,-0.552147
0.279,-0.0923886,-0.271037,-0.792279,-0.886284,-1.38199999999999,2.82000000000004,-0.937526,-0.550928
0.28,-0.0931815,-0.271922,-0.793623,-0.883453,-1.34400000000001,2.83099999999991,-0.934366,-0.549699
0.281,-0.0939758,-0.272804,-0.794931,-0.880612,-1.30800000000009,2.84100000000009,-0.93118,-0.54846
0.282,-0.0947714,-0.273683,-0.796203,-0.87776,-1.27200000000001,2.85200000000012,-0.927967,-0.547212
0.283,-0.0955682,-0.274559,-0.797437,-0.874899,-1.23399999999996,2.861,-0.924729,-0.545954
0.284,-0.0963662,-0.275433,-0.798634,-0.872027,-1.197,2.87199999999998,-0.921465,-0.544687
0.285,-0.0971654,-0.276303,-0.799794,-0.869146,-1.16000000000005,2.88100000000002,-0.918175,-0.543411
0.286,-0.0979658,-0.277171,-0.800917,-0.866255,-1.12299999999998,2.89099999999997,-0.914859,-0.542125
0.287,-0.0987673,-0.278036,-0.802002,-0.863354,-1.085,2.90100000000004,-0.911517,-0.54083
0.288,-0.0995698,-0.278898,-0.803049,-0.860444,-1.04700000000002,2.90999999999997,-0.908149,-0.539527
0.289,-0.100373,-0.279756,-0.804058,-0.857525,-1.00900000000004,2.919,-0.904756,-0.538214
0.29,-0.101178,-0.280613,-0.805029,-0.854597,-0.970999999999943,2.92799999999993,-0.901336,-0.536892
0.291,-0.101983,-0.281466,-0.805963,-0.85166,-0.93399999999999,2.93700000000008,-0.897891,-0.535561
0.292,-0.10279,-0.282316,-0.806857,-0.848714,-0.894000000000061,2.946,-0.89442,-0.534222
0.293,-0.103597,-0.283163,-0.807714,-0.84576,-0.856999999999996,2.95400000000001,-0.890924,-0.532874
0.294,-0.104405,-0.284007,-0.808531,-0.842797,-0.816999999999956,2.96299999999994,-0.887402,-0.531518
0.295,-0.105214,-0.284849,-0.80931,-0.839826,-0.778999999999973,2.97100000000005,-0.883854,-0.530152
0.296,-0.106024,-0.285687,-0.81005,-0.836848,-0.740000000000073,2.97799999999992,-0.88028,-0.528779
0.297,-0.106834,-0.286522,-0.810751,-0.833861,-0.700999999999951,2.98700000000007,-0.876681,-0.527397
0.298,-0.107645,-0.287355,-0.811412,-0.830867,-0.661000000000022,2.99399999999994,-0.873056,-0.526007
0.299,-0.108457,-0.288184,-0.812034,-0.827865,-0.622000000000011,3.00200000000006,-0.869406,-0.524609
0.3,-0.109269,-0.28901,-0.812617,-0.824857,-0.583,3.00800000000001,-0.86573,-0.523203
0.301,-0.110082,-0.289834,-0.813159,-0.821841,-0.541999999999931,3.0159999999999,-0.862029,-0.521789
0.302,-0.110896,-0.290654,-0.813662,-0.818819,-0.503000000000031,3.02200000000008,-0.858303,-0.520367
0.303,-0.11171,-0.291471,-0.814125,-0.81579,-0.462999999999991,3.02899999999995,-0.854551,-0.518938
0.304,-0.112524,-0.292286,-0.814548,-0.812754,-0.423000000000062,3.03600000000004,-0.850773,-0.517501
0.305,-0.113339,-0.293097,-0.81493,-0.809713,-0.381999999999993,3.04099999999996,-0.846971,-0.516056
0.306,-0.114154,-0.293905,-0.815272,-0.806665,-0.341999999999953,3.04800000000005,-0.843142,-0.514604
0.307,-0.114969,-0.29471,-0.815573,-0.803612,-0.300999999999995,3.05299999999997,-0.839289,-0.513145
0.308,-0.115785,-0.295512,-0.815834,-0.800554,-0.260999999999955,3.058,-0.835411,-0.511678
0.309,-0.116601,-0.296311,-0.816053,-0.79749,-0.21900000000008,3.06399999999995,-0.831507,-0.510205
0.31,-0.117417,-0.297107,-0.816232,-0.794422,-0.178999999999929,3.06800000000007,-0.827578,-0.508724
0.311,-0.118233,-0.2979,-0.816369,-0.791348,-0.137000000000054,3.07399999999991,-0.823624,-0.507236
0.312,-0.11905,-0.29869,-0.816465,-0.78827,-0.0959999999999849,3.07800000000002,-0.819645,-0.505742
0.313,-0.119866,-0.299477,-0.816519,-0.785188,-0.0539999999999984,3.08200000000003,-0.81564,-0.504241
0.314,-0.120683,-0.30026,-0.816532,-0.782102,-0.0130000000000407,3.08600000000003,-0.811611,-0.502734
0.315,-0.121499,-0.301041,-0.816503,-0.779012,0.0290000000000567,3.08999999999992,-0.807557,-0.50122
0.316,-0.122316,-0.301818,-0.816432,-0.775919,0.0709999999999322,3.09300000000001,-0.803477,-0.4997
0.317,-0.123132,-0.302593,-0.816318,-0.772822,0.114000000000058,3.09700000000001,-0.799373,-0.498174
0.318,-0.123948,-0.303364,-0.816163,-0.769722,0.155000000000016,3.09999999999999,-0.795244,-0.496641
0.319,-0.124764,-0.304132,-0.815965,-0.76662,0.19799999999992,3.10200000000005,-0.79109,-0.495103
0.32,-0.12558,-0.304897,-0.815725,-0.763515,0.240000000000018,3.10499999999991,-0.786911,-0.493559
0.321,-0.126396,-0.305659,-0.815442,-0.760409,0.283000000000033,3.10600000000005,-0.782708,-0.492009
0.322,-0.127211,-0.306418,-0.815116,-0.7573,0.326000000000048,3.10900000000003,-0.778479,-0.490454
0.323,-0.128026,-0.307174,-0.814747,-0.75419,0.368999999999952,3.10999999999994,-0.774226,-0.488893
0.324,-0.128841,-0.307926,-0.814334,-0.751078,0.412999999999996,3.112,-0.769948,-0.487327
0.325,-0.129655,-0.308676,-0.813879,-0.747966,0.454999999999983,3.112,-0.765646,-0.485756
0.326,-0.130468,-0.309422,-0.81338,-0.744853,0.499000000000027,3.11300000000003,-0.761319,-0.484179
0.327,-0.131281,-0.310166,-0.812838,-0.741739,0.542000000000042,3.11399999999995,-0.756967,-0.482598
0.328,-0.132094,-0.310906,-0.812252,-0.738625,0.585999999999975,3.11400000000006,-0.752591,-0.481012
0.329,-0.132906,-0.311643,-0.811622,-0.735512,0.630000000000019,3.11299999999992,-0.748191,-0.479421
0.33,-0.133717,-0.312377,-0.810948,-0.732399,0.673999999999952,3.11300000000003,-0.743766,-0.477826
0.331,-0.134528,-0.313108,-0.81023,-0.729287,0.717999999999996,3.112,-0.739316,-0.476226
0.332,-0.135338,-0.313835,-0.809468,-0.726176,0.76200000000004,3.11099999999997,-0.734842,-0.474623
0.333,-0.136147,-0.31456,-0.808661,-0.723066,0.807000000000001,3.11000000000005,-0.730344,-0.473015
0.334,-0.136955,-0.315282,-0.80781,-0.719959,0.850999999999934,3.10699999999997,-0.725822,-0.471403
0.335,-0.137762,-0.316,-0.806914,-0.716853,0.896000000000007,3.10600000000005,-0.721275,-0.469787
0.336,-0.138569,-0.316715,-0.805973,-0.71375,0.940999999999969,3.10299999999996,-0.716704,-0.468168
0.337,-0.139374,-0.317427,-0.804987,-0.71065,0.986000000000042,3.09999999999999,-0.712109,-0.466545
0.338,-0.140179,-0.318137,-0.803957,-0.707552,1.02999999999997,3.09800000000004,-0.70749,-0.464918
0.339,-0.140982,-0.318843,-0.80288,-0.704459,1.07699999999999,3.09300000000001,-0.702847,-0.463289
0.34,-0.141784,-0.319545,-0.801759,-0.701369,1.12100000000004,3.08999999999992,-0.69818,-0.461656
0.341,-0.142586,-0.320245,-0.800592,-0.698283,1.16700000000003,3.08600000000003,-0.693488,-0.46002
0.342,-0.143386,-0.320942,-0.799379,-0.695201,1.21300000000002,3.08200000000003,-0.688773,-0.458382
0.343,-0.144184,-0.321636,-0.798121,-0.692125,1.25799999999998,3.07599999999996,-0.684034,-0.456741
0.344,-0.144982,-0.322326,-0.796816,-0.689054,1.30500000000007,3.0710000000001,-0.679271,-0.455097
0.345,-0.145778,-0.323014,-0.795466,-0.685988,1.34999999999996,3.06600000000001,-0.674484,-0.453451
0.346,-0.146573,-0.323698,-0.794069,-0.682928,1.39699999999998,3.06000000000006,-0.669673,-0.451803
0.347,-0.147366,-0.32438,-0.792626,-0.679875,1.44299999999997,3.05299999999997,-0.664839,-0.450153
0.348,-0.148158,-0.325058,-0.791137,-0.676828,1.48900000000007,3.04700000000002,-0.659981,-0.448501
0.349,-0.148948,-0.325733,-0.789601,-0.673788,1.53599999999998,3.03999999999993,-0.655099,-0.446847
0.35,-0.149737,-0.326406,-0.788018,-0.670756,1.583,3.03200000000003,-0.650194,-0.445192
0.351,-0.150524,-0.327075,-0.786388,-0.667732,1.63000000000002,3.02400000000002,-0.645265,-0.443536
0.352,-0.15131,-0.327741,-0.784712,-0.664716,1.67600000000001,3.01600000000002,-0.640312,-0.441878
0.353,-0.152094,-0.328404,-0.782988,-0.661708,1.72399999999995,3.00800000000001,-0.635336,-0.440219
0.354,-0.152876,-0.329064,-0.781217,-0.658709,1.77099999999997,2.99899999999997,-0.630337,-0.438559
0.355,-0.153656,-0.329722,-0.779398,-0.65572,1.81900000000001,2.98900000000002,-0.625314,-0.436899
0.356,-0.154435,-0.330376,-0.777532,-0.652741,1.86600000000003,2.97899999999995,-0.620268,-0.435237
0.357,-0.155211,-0.331027,-0.775619,-0.649771,1.91300000000005,2.97000000000003,-0.615199,-0.433576
0.358,-0.155986,-0.331675,-0.773657,-0.646813,1.96199999999991,2.95800000000001,-0.610106,-0.431914
0.359,-0.156759,-0.332321,-0.771648,-0.643865,2.00900000000004,2.94799999999995,-0.60499,-0.430252
0.36,-0.157529,-0.332963,-0.769591,-0.640929,2.05699999999997,2.93600000000005,-0.599852,-0.428591
0.361,-0.158298,-0.333603,-0.767485,-0.638004,2.10600000000005,2.92499999999995,-0.594689,-0.426929
0.362,-0.159064,-0.334239,-0.765332,-0.635092,2.15299999999996,2.91200000000002,-0.589504,-0.425269
0.363,-0.159828,-0.334873,-0.763129,-0.632193,2.20300000000006,2.89899999999998,-0.584296,-0.423608
0.364,-0.16059,-0.335504,-0.760879,-0.629306,2.24999999999997,2.88699999999997,-0.579065,-0.421949
0.365,-0.16135,-0.336131,-0.758579,-0.626434,2.29999999999997,2.87199999999998,-0.573811,-0.420291
0.366,-0.162108,-0.336756,-0.756231,-0.623575,2.34800000000001,2.85900000000005,-0.568534,-0.418633
0.367,-0.162863,-0.337379,-0.753834,-0.62073,2.39699999999998,2.84499999999998,-0.563235,-0.416978
0.368,-0.163615,-0.337998,-0.751388,-0.617901,2.44600000000006,2.82899999999997,-0.557912,-0.415323
0.369,-0.164365,-0.338614,-0.748893,-0.615086,2.49499999999991,2.81500000000001,-0.552567,-0.413671
0.37,-0.165113,-0.339228,-0.746348,-0.612288,2.54500000000002,2.79799999999996,-0.547199,-0.41202
0.371,-0.165858,-0.339839,-0.743754,-0.609505,2.59399999999998,2.78300000000009,-0.541809,-0.410372
0.372,-0.1666,-0.340447,-0.741111,-0.606739,2.64300000000006,2.76599999999993,-0.536396,-0.408725
0.373,-0.16734,-0.341052,-0.738418,-0.603991,2.69299999999994,2.74800000000008,-0.53096,-0.407082
0.374,-0.168077,-0.341655,-0.735675,-0.601259,2.74300000000005,2.73199999999995,-0.525502,-0.405441
0.375,-0.168812,-0.342255,-0.732882,-0.598546,2.79299999999993,2.71299999999996,-0.520022,-0.403802
0.376,-0.169543,-0.342852,-0.730039,-0.595851,2.84300000000004,2.695,-0.514519,-0.402167
0.377,-0.170272,-0.343447,-0.727147,-0.593176,2.892,2.67499999999998,-0.508994,-0.400535
0.378,-0.170997,-0.344038,-0.724203,-0.590519,2.94399999999994,2.65700000000002,-0.503447,-0.398907
0.379,-0.17172,-0.344628,-0.72121,-0.587883,2.99300000000002,2.63599999999997,-0.497877,-0.397282
0.38,-0.17244,-0.345214,-0.718166,-0.585267,3.04400000000004,2.61600000000006,-0.492286,-0.395661
0.381,-0.173156,-0.345798,-0.715072,-0.582671,3.09399999999993,2.59599999999993,-0.486672,-0.394044
0.382,-0.17387,-0.34638,-0.711927,-0.580097,3.14500000000006,2.57400000000007,-0.481036,-0.392431
0.383,-0.17458,-0.346958,-0.708731,-0.577545,3.19599999999997,2.552,-0.475378,-0.390823
0.384,-0.175287,-0.347535,-0.705484,-0.575016,3.247,2.529,-0.469698,-0.389219
0.385,-0.175991,-0.348108,-0.702186,-0.572509,3.29800000000002,2.50699999999992,-0.463996,-0.387621
0.386,-0.176692,-0.34868,-0.698837,-0.570025,3.34899999999993,2.48400000000004,-0.458273,-0.386027
0.387,-0.177389,-0.349249,-0.695436,-0.567565,3.40099999999998,2.46000000000002,-0.452527,-0.384438
0.388,-0.178082,-0.349815,-0.691985,-0.565129,3.45100000000009,2.43599999999999,-0.44676,-0.382855
0.389,-0.178773,-0.350379,-0.688482,-0.562719,3.50299999999992,2.41000000000002,-0.440971,-0.381278
0.39,-0.179459,-0.35094,-0.684927,-0.560333,3.55500000000008,2.386,-0.435161,-0.379707
0.391,-0.180142,-0.351499,-0.68132,-0.557974,3.60699999999991,2.359,-0.429329,-0.378141
0.392,-0.180822,-0.352056,-0.677662,-0.555641,3.65800000000005,2.33299999999992,-0.423475,-0.376582
0.393,-0.181498,-0.352611,-0.673952,-0.553334,3.70999999999999,2.30700000000006,-0.4176,-0.37503
0.394,-0.18217,-0.353163,-0.67019,-0.551055,3.76200000000004,2.27900000000003,-0.411703,-0.373484
0.395,-0.182838,-0.353713,-0.666375,-0.548804,3.8149999999999,2.251,-0.405785,-0.371945
0.396,-0.183503,-0.354261,-0.662509,-0.546582,3.86600000000003,2.22199999999994,-0.399846,-0.370414
0.397,-0.184163,-0.354806,-0.65859,-0.544388,3.919,2.19400000000003,-0.393886,-0.36889
0.398,-0.18482,-0.355349,-0.654618,-0.542224,3.97199999999997,2.16399999999994,-0.387904,-0.367373
0.399,-0.185472,-0.355891,-0.650594,-0.54009,4.02400000000002,2.13400000000008,-0.381901,-0.365864
0.4,-0.186121,-0.35643,-0.646517,-0.537987,4.07699999999999,2.10299999999996,-0.375877,-0.364364
0.401,-0.186765,-0.356967,-0.642388,-0.535915,4.12900000000005,2.07199999999996,-0.369832,-0.362871
0.402,-0.187406,-0.357501,-0.638206,-0.533874,4.1819999999999,2.04100000000007,-0.363766,-0.361388
0.403,-0.188042,-0.358034,-0.63397,-0.531866,4.23600000000001,2.00800000000001,-0.357679,-0.359913
0.404,-0.188674,-0.358565,-0.629682,-0.529891,4.28800000000007,1.97499999999995,-0.351571,-0.358446
0.405,-0.189301,-0.359094,-0.62534,-0.527949,4.34199999999995,1.942,-0.345442,-0.35699
0.406,-0.189924,-0.359621,-0.620946,-0.526041,4.39400000000001,1.90800000000002,-0.339292,-0.355542
0.407,-0.190543,-0.360146,-0.616497,-0.524168,4.44900000000028,1.87300000000012,-0.333122,-0.354105
0.408,-0.191157,-0.360669,-0.611996,-0.522329,4.50099999999997,1.83899999999992,-0.326931,-0.352677
0.409,-0.191767,-0.361191,-0.60744,-0.520527,4.556,1.80200000000008,-0.320719,-0.351259
0.41,-0.192372,-0.36171,-0.602831,-0.51876,4.60899999999997,1.76699999999996,-0.314487,-0.349852
0.411,-0.192973,-0.362228,-0.598168,-0.517031,4.66299999999997,1.72899999999998,-0.308235,-0.348455
0.412,-0.193568,-0.362745,-0.593452,-0.515339,4.71600000000005,1.69200000000003,-0.301961,-0.34707
0.413,-0.194159,-0.363259,-0.588681,-0.513685,4.77099999999997,1.65400000000004,-0.295668,-0.345695
0.414,-0.194746,-0.363772,-0.583856,-0.512069,4.82499999999996,1.61599999999995,-0.289354,-0.344332
0.415,-0.195327,-0.364283,-0.578977,-0.510493,4.87900000000007,1.57600000000002,-0.28302,-0.34298
0.416,-0.195904,-0.364793,-0.574044,-0.508956,4.93299999999996,1.53700000000001,-0.276665,-0.341641
0.417,-0.196475,-0.365301,-0.569056,-0.50746,4.98799999999999,1.49599999999994,-0.270291,-0.340313
0.418,-0.197042,-0.365808,-0.564014,-0.506005,5.04199999999999,1.45499999999998,-0.263896,-0.338998
0.419,-0.197603,-0.366313,-0.558917,-0.504591,5.09700000000001,1.41400000000003,-0.257481,-0.337696
0.42,-0.19816,-0.366817,-0.553766,-0.50322,5.15100000000001,1.37100000000001,-0.251046,-0.336406
0.421,-0.198711,-0.36732,-0.54856,-0.501892,5.20599999999993,1.32799999999999,-0.244591,-0.335129
0.422,-0.199257,-0.367821,-0.543298,-0.500607,5.2620000000001,1.28499999999998,-0.238116,-0.333866
0.423,-0.199797,-0.368321,-0.537982,-0.499366,5.31599999999998,1.24100000000005,-0.231621,-0.332617
0.424,-0.200333,-0.36882,-0.532611,-0.49817,5.37100000000001,1.19599999999997,-0.225107,-0.331381
0.425,-0.200862,-0.369317,-0.527185,-0.497019,5.42599999999993,1.15100000000001,-0.218573,-0.33016
0.426,-0.201387,-0.369814,-0.521703,-0.495914,5.48199999999998,1.10499999999997,-0.212019,-0.328953
0.427,-0.201906,-0.370309,-0.516167,-0.494856,5.53599999999998,1.058,-0.205445,-0.327761
0.428,-0.202419,-0.370803,-0.510574,-0.493846,5.59300000000007,1.01000000000001,-0.198852,-0.326584
0.429,-0.202927,-0.371297,-0.504926,-0.492883,5.64799999999998,0.962999999999991,-0.192239,-0.325423
0.43,-0.203429,-0.371789,-0.499223,-0.491969,5.70300000000001,0.914000000000025,-0.185606,-0.324276
0.431,-0.203925,-0.372281,-0.493464,-0.491104,5.75899999999995,0.865000000000004,-0.178955,-0.323146
0.432,-0.204416,-0.372771,-0.487648,-0.490289,5.81599999999998,0.815000000000009,-0.172283,-0.322032
0.433,-0.204901,-0.373261,-0.481777,-0.489525,5.87100000000001,0.763999999999986,-0.165593,-0.320934
0.434,-0.205379,-0.373751,-0.47585,-0.488812,5.92700000000001,0.712999999999963,-0.158883,-0.319853
0.435,-0.205852,-0.374239,-0.469867,-0.488151,5.98300000000001,0.661000000000022,-0.152154,-0.318788
0.436,-0.206319,-0.374727,-0.463828,-0.487542,6.03899999999996,0.609000000000026,-0.145406,-0.317741
0.437,-0.20678,-0.375214,-0.457732,-0.486987,6.09599999999999,0.554999999999972,-0.138638,-0.316712
0.438,-0.207235,-0.375701,-0.45158,-0.486486,6.15200000000004,0.501000000000029,-0.131852,-0.3157
0.439,-0.207683,-0.376187,-0.445372,-0.486039,6.20799999999999,0.446999999999975,-0.125046,-0.314707
0.44,-0.208125,-0.376673,-0.439106,-0.485649,6.26599999999999,0.390000000000001,-0.118221,-0.313732
0.441,-0.208561,-0.377159,-0.432785,-0.485314,6.32100000000002,0.334999999999974,-0.111378,-0.312776
0.442,-0.208991,-0.377644,-0.426406,-0.485036,6.37899999999996,0.278,-0.104515,-0.311838
0.443,-0.209414,-0.378129,-0.419971,-0.484815,6.43500000000002,0.221000000000026,-0.097634,-0.31092
0.444,-0.209831,-0.378613,-0.413478,-0.484653,6.49299999999997,0.161999999999995,-0.0907339,-0.310022
0.445,-0.210241,-0.379098,-0.406929,-0.48455,6.54900000000002,0.10300000000002,-0.083815,-0.309144
0.446,-0.210645,-0.379582,-0.400322,-0.484506,6.60699999999997,0.0439999999999885,-0.0768775,-0.308285
0.447,-0.211042,-0.380067,-0.393658,-0.484523,6.664,-0.0169999999999892,-0.0699212,-0.307448
0.448,-0.211432,-0.380552,-0.386937,-0.484601,6.72100000000003,-0.0780000000000224,-0.0629464,-0.306631
0.449,-0.211815,-0.381036,-0.380158,-0.484742,6.77899999999997,-0.141000000000002,-0.0559529,-0.305835
0.45,-0.212192,-0.381521,-0.373322,-0.484944,6.836,-0.20199999999998,-0.048941,-0.305061
0.451,-0.212562,-0.382006,-0.366428,-0.485211,6.89400000000001,-0.267000000000017,-0.0419106,-0.304309
0.452,-0.212925,-0.382492,-0.359476,-0.485541,6.95199999999995,-0.329999999999997,-0.0348617,-0.303579
0.453,-0.213281,-0.382977,-0.352467,-0.485937,7.00900000000004,-0.396000000000007,-0.0277945,-0.302872
0.454,-0.21363,-0.383463,-0.345399,-0.486398,7.06799999999996,-0.460999999999989,-0.0207089,-0.302187
0.455,-0.213972,-0.38395,-0.338274,-0.486926,7.12499999999999,-0.528000000000028,-0.013605,-0.301525
0.456,-0.214306,-0.384437,-0.33109,-0.487521,7.18400000000002,-0.594999999999956,-0.00648286,-0.300887
0.457,-0.214634,-0.384925,-0.323848,-0.488184,7.24199999999996,-0.663000000000024,0.000657505,-0.300273
0.458,-0.214954,-0.385414,-0.316548,-0.488917,7.30000000000002,-0.732999999999983,0.00781605,-0.299683
0.459,-0.215267,-0.385903,-0.30919,-0.489718,7.35799999999997,-0.800999999999995,0.0149927,-0.299118
0.46,-0.215572,-0.386393,-0.301772,-0.490591,7.41800000000003,-0.873000000000012,0.0221875,-0.298577
0.461,-0.21587,-0.386884,-0.294297,-0.491535,7.475,-0.943999999999999,0.0294003,-0.298061
0.462,-0.216161,-0.387376,-0.286762,-0.492551,7.53499999999995,-1.01600000000002,0.0366311,-0.297572
0.463,-0.216444,-0.387869,-0.279169,-0.49364,7.59300000000001,-1.08900000000001,0.04388,-0.297108
